Date,Free Cash Flow,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Proceeds From Stock Option Exercised,Net Common Stock Issuance,Common Stock Issuance,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Prepaid Assets,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Provision and Write Off of Assets,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Earnings Losses From Equity Investments,Net Foreign Currency Exchange Gain Loss,Net Income From Continuing Operations,Ticker,Repurchase Of Capital Stock,Repayment Of Debt,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Common Stock Payments,Net Short Term Debt Issuance,Long Term Debt Payments,Change In Other Current Liabilities,Change In Payable,Change In Account Payable,Change In Inventory,Depreciation,Gain Loss On Investment Securities,Provisionand Write Offof Assets,Short Term Debt Issuance,Sale Of Business,Change In Accrued Expense,Gain Loss On Sale Of PPE,Capital Expenditure Reported,Sale Of PPE,Short Term Debt Payments,Change In Tax Payable,Change In Income Tax Payable,Amortization Cash Flow,Amortization Of Intangibles,Pension And Employee Benefit Expense,Unrealized Gain Loss On Investment Securities,Net Preferred Stock Issuance,Preferred Stock Issuance,Amortization Of Securities,Other Cash Adjustment Outside Changein Cash,Interest Received Cfi,Gain Loss On Sale Of Business
2023-06-30,59475000000.0,,1866000000.0,-28107000000.0,,,34704000000.0,13931000000.0,-194000000.0,20967000000.0,-43935000000.0,-43935000000.0,,-20379000000.0,1866000000.0,-2750000000.0,-2750000000.0,,-22680000000.0,-22680000000.0,-3116000000.0,10213000000.0,47864000000.0,-37651000000.0,-1670000000.0,-1670000000.0,,,-28107000000.0,-28107000000.0,87582000000.0,87582000000.0,-2388000000.0,5177000000.0,-4824000000.0,-2721000000.0,,-4087000000.0,-4087000000.0,,9611000000.0,,,-6059000000.0,-6059000000.0,13861000000.0,13861000000.0,196000000.0,,,72361000000.0,MSFT,-22245000000.0,-2750000000.0,-1006000000.0,-19800000000.0,-19800000000.0,-22245000000.0,,-2750000000.0,2825000000.0,-2721000000.0,-2721000000.0,1242000000.0,13861000000.0,,,,,,,,,,,,,,,,,,,,,
2022-06-30,65149000000.0,,1841000000.0,-23886000000.0,,,13931000000.0,14224000000.0,-141000000.0,-152000000.0,-58876000000.0,-58876000000.0,,-30855000000.0,1841000000.0,-9023000000.0,-9023000000.0,,-30311000000.0,-30311000000.0,-2825000000.0,18438000000.0,44894000000.0,-26456000000.0,-22038000000.0,-22038000000.0,,,-23886000000.0,-23886000000.0,89035000000.0,89035000000.0,446000000.0,5805000000.0,-3514000000.0,2943000000.0,,-6834000000.0,-6834000000.0,,7502000000.0,,,-5702000000.0,-5702000000.0,14460000000.0,14460000000.0,-409000000.0,,,72738000000.0,MSFT,-32696000000.0,-9023000000.0,-863000000.0,-18135000000.0,-18135000000.0,-32696000000.0,,-9023000000.0,3169000000.0,2943000000.0,2943000000.0,-1123000000.0,14460000000.0,,,,,,,,,,,,,,,,,,,,,
2021-06-30,56118000000.0,,1693000000.0,-20622000000.0,,,14224000000.0,13576000000.0,-29000000.0,677000000.0,-48486000000.0,-48486000000.0,,-25692000000.0,1693000000.0,-3750000000.0,-3750000000.0,,-27577000000.0,-27577000000.0,-922000000.0,2876000000.0,65800000000.0,-62924000000.0,-8909000000.0,-8909000000.0,,,-20622000000.0,-20622000000.0,76740000000.0,76740000000.0,-936000000.0,2324000000.0,-4391000000.0,2798000000.0,,-6481000000.0,-6481000000.0,,6118000000.0,,,-150000000.0,-150000000.0,11686000000.0,11686000000.0,-1249000000.0,,,61271000000.0,MSFT,-27385000000.0,-3750000000.0,-2523000000.0,-16521000000.0,-16521000000.0,-27385000000.0,,-3750000000.0,5551000000.0,2798000000.0,2798000000.0,-737000000.0,11686000000.0,,,,,,,,,,,,,,,,,,,,,
2020-06-30,45234000000.0,0.0,1343000000.0,-15441000000.0,,,13576000000.0,11356000000.0,-201000000.0,2421000000.0,-46031000000.0,-46031000000.0,,-21625000000.0,1343000000.0,-5518000000.0,-5518000000.0,0.0,-12223000000.0,-12223000000.0,-1241000000.0,6980000000.0,84170000000.0,-77190000000.0,-2521000000.0,-2521000000.0,,,-15441000000.0,-15441000000.0,60675000000.0,60675000000.0,-1483000000.0,-1419000000.0,-3367000000.0,3018000000.0,,-2577000000.0,-2577000000.0,,5289000000.0,,,11000000.0,11000000.0,12796000000.0,12796000000.0,-219000000.0,,,44281000000.0,MSFT,-22968000000.0,-5518000000.0,-3751000000.0,-15137000000.0,-15137000000.0,-22968000000.0,0.0,-5518000000.0,2694000000.0,3018000000.0,3018000000.0,168000000.0,12796000000.0,-219000000.0,,,,,,,,,,,,,,,,,,,,
2023-12-31,905000000.0,,,-39000000.0,1000000.0,50000000.0,1413000000.0,1649000000.0,4000000.0,-240000000.0,60000000.0,60000000.0,60000000.0,,,,,,-1244000000.0,-1244000000.0,-559000000.0,-251000000.0,5590000000.0,-5841000000.0,-395000000.0,-395000000.0,,,-39000000.0,-39000000.0,944000000.0,944000000.0,195000000.0,60000000.0,-50000000.0,69000000.0,,116000000.0,116000000.0,-158000000.0,615000000.0,,1378000000.0,-1000000.0,-1000000.0,70000000.0,70000000.0,-1367000000.0,-1361000000.0,-6000000.0,132000000.0,SHOP,,,,,,,,,,,,,,,80000000.0,,,,,,,,,,,,,,,,,,,
2022-12-31,-186000000.0,,0.0,-50000000.0,1000000.0,27000000.0,1649000000.0,2503000000.0,-17000000.0,-837000000.0,18000000.0,18000000.0,18000000.0,0.0,0.0,,,,-719000000.0,-719000000.0,-159000000.0,1879000000.0,6890000000.0,-5011000000.0,-2389000000.0,-2389000000.0,,,-50000000.0,-50000000.0,-136000000.0,-136000000.0,-99000000.0,32000000.0,-31000000.0,28000000.0,,-128000000.0,-128000000.0,-121000000.0,549000000.0,,84000000.0,-187000000.0,-187000000.0,93000000.0,93000000.0,2931000000.0,2919000000.0,12000000.0,-3460000000.0,SHOP,,,,,,,,,,,,,,,74000000.0,,,,,,,,,,,,,,,,,,,
2021-12-31,484923000.0,0.0,1541168000.0,-50788000.0,1287000.0,10466000.0,2502992000.0,2703597000.0,-7005000.0,-193600000.0,1649762000.0,1649762000.0,108594000.0,1541168000.0,1541168000.0,0.0,0.0,0.0,-2379073000.0,-2379073000.0,-31283000.0,-1587142000.0,5750224000.0,-7337366000.0,-709860000.0,-709860000.0,0.0,0.0,-50788000.0,-50788000.0,535711000.0,535711000.0,-129641000.0,89429000.0,-50151000.0,138175000.0,-266077000.0,-307094000.0,-307094000.0,-56037000.0,330763000.0,,30145000.0,190963000.0,190963000.0,66308000.0,66308000.0,-2855230000.0,-2859800000.0,4570000.0,2914659000.0,SHOP,,,,,,,,,,,,,,,43781000.0,,,,,,,,,,,,,,,,,,,
2020-12-31,382963000.0,907950000.0,2578591000.0,-41995000.0,,,2703597000.0,649916000.0,3221000.0,2050460000.0,3557350000.0,3557350000.0,70809000.0,2578591000.0,2578591000.0,907950000.0,907950000.0,907950000.0,-1931848000.0,-1931848000.0,,-1878802000.0,3721405000.0,-5600207000.0,-11051000.0,-11051000.0,-262000.0,-262000.0,-41733000.0,-41733000.0,424958000.0,424958000.0,-93715000.0,-59032000.0,-11404000.0,118588000.0,-112721000.0,-29146000.0,-29146000.0,4942000.0,246940000.0,,31623000.0,-44801000.0,-44801000.0,70060000.0,70060000.0,-136882000.0,-135193000.0,-1689000.0,319509000.0,SHOP,,,,,,,,,,,,,,,27282000.0,,,,,,,,,,,,,,,,,,,
2023-12-31,1121000000.0,0.0,,-546000000.0,84000000.0,523000000.0,3933000000.0,4835000000.0,,-902000000.0,-1146000000.0,-1146000000.0,268000000.0,-1412000000.0,,0.0,0.0,0.0,-1423000000.0,-1423000000.0,-11000000.0,-735000000.0,2987000000.0,-3722000000.0,-131000000.0,-131000000.0,,,-546000000.0,-546000000.0,1667000000.0,1667000000.0,-3049000000.0,,,-740000000.0,-472000000.0,-1257000000.0,-1250000000.0,-64000000.0,1384000000.0,,,-1019000000.0,-1019000000.0,3551000000.0,3551000000.0,10000000.0,-1000000.0,,854000000.0,AMD,-1412000000.0,0.0,-2000000.0,,,-1412000000.0,,0.0,,-519000000.0,-419000000.0,-580000000.0,3551000000.0,,,,0.0,-221000000.0,11000000.0,,,,,,,,,,,,,,,
2022-12-31,3115000000.0,991000000.0,,-450000000.0,85000000.0,685000000.0,4835000000.0,2535000000.0,,2300000000.0,-3264000000.0,-3264000000.0,167000000.0,-4108000000.0,,679000000.0,679000000.0,991000000.0,1999000000.0,1999000000.0,-16000000.0,1643000000.0,4310000000.0,-2667000000.0,822000000.0,-1544000000.0,,,-450000000.0,-450000000.0,3565000000.0,3565000000.0,-1846000000.0,,,1856000000.0,-1197000000.0,-1104000000.0,-1091000000.0,175000000.0,1081000000.0,,,-1505000000.0,-1505000000.0,4262000000.0,4262000000.0,78000000.0,62000000.0,,1320000000.0,AMD,-4108000000.0,-312000000.0,-2000000.0,,,-4108000000.0,,-312000000.0,,1310000000.0,931000000.0,-1401000000.0,4262000000.0,62000000.0,,,2366000000.0,546000000.0,16000000.0,,,,,,,,,,,,,,,
2021-12-31,3220000000.0,0.0,,-301000000.0,25000000.0,35000000.0,2535000000.0,1595000000.0,,940000000.0,-1895000000.0,-1895000000.0,104000000.0,-1999000000.0,,0.0,0.0,0.0,-686000000.0,-686000000.0,-7000000.0,-378000000.0,1678000000.0,-2056000000.0,0.0,0.0,,,-301000000.0,-301000000.0,3521000000.0,3521000000.0,-774000000.0,,,1334000000.0,-920000000.0,-632000000.0,-640000000.0,-2000000.0,379000000.0,,,308000000.0,308000000.0,463000000.0,463000000.0,-15000000.0,-56000000.0,,3162000000.0,AMD,-1999000000.0,0.0,,,,-1999000000.0,0.0,0.0,,808000000.0,801000000.0,-556000000.0,463000000.0,-56000000.0,,0.0,0.0,526000000.0,34000000.0,,,,,,,,,,,,,,,
2020-12-31,777000000.0,200000000.0,,-294000000.0,31000000.0,8000000.0,1595000000.0,1470000000.0,,125000000.0,6000000.0,6000000.0,85000000.0,-78000000.0,,0.0,0.0,200000000.0,-952000000.0,-952000000.0,,-658000000.0,192000000.0,-850000000.0,0.0,0.0,,,-294000000.0,-294000000.0,1071000000.0,1071000000.0,-931000000.0,,,-74000000.0,-231000000.0,-209000000.0,-219000000.0,22000000.0,274000000.0,,0.0,-1223000000.0,-1223000000.0,354000000.0,354000000.0,85000000.0,-2000000.0,,2490000000.0,AMD,-78000000.0,-200000000.0,-1000000.0,,,-78000000.0,200000000.0,-200000000.0,,-648000000.0,-513000000.0,-417000000.0,354000000.0,-2000000.0,,200000000.0,0.0,574000000.0,33000000.0,,,,,,,,,,,,,,,
2024-01-31,27021000000.0,0.0,,-1069000000.0,252000000.0,6549000000.0,7280000000.0,3389000000.0,,3891000000.0,-13633000000.0,-13633000000.0,403000000.0,-9533000000.0,,-1250000000.0,-1250000000.0,0.0,-10566000000.0,-10566000000.0,,-9414000000.0,9782000000.0,-19196000000.0,-83000000.0,-83000000.0,,,-1069000000.0,-1069000000.0,28090000000.0,28090000000.0,-3722000000.0,,,3556000000.0,-1522000000.0,-6172000000.0,-6172000000.0,-278000000.0,3549000000.0,,,-2489000000.0,-2489000000.0,1508000000.0,1508000000.0,-238000000.0,,,29760000000.0,NVDA,-9533000000.0,-1250000000.0,-2858000000.0,-395000000.0,,-9533000000.0,,-1250000000.0,514000000.0,1531000000.0,1531000000.0,-98000000.0,,-238000000.0,,,,2025000000.0,,,,,,,,,,,,,,,,
2023-01-31,3808000000.0,0.0,,-1833000000.0,254000000.0,1404000000.0,3389000000.0,1990000000.0,,1399000000.0,-11617000000.0,-11617000000.0,355000000.0,-10039000000.0,,0.0,0.0,0.0,7375000000.0,7375000000.0,,9257000000.0,21231000000.0,-11974000000.0,-49000000.0,-49000000.0,,,-1833000000.0,-1833000000.0,5641000000.0,5641000000.0,-2207000000.0,,,790000000.0,-1517000000.0,822000000.0,822000000.0,1346000000.0,2709000000.0,,,-2164000000.0,-2164000000.0,1544000000.0,1544000000.0,45000000.0,,,4368000000.0,NVDA,-10039000000.0,0.0,-1535000000.0,-398000000.0,-398000000.0,-10039000000.0,,0.0,252000000.0,-551000000.0,-551000000.0,-2554000000.0,,45000000.0,,,,1341000000.0,,,,,,,,,,,,,,,,
2022-01-31,8132000000.0,4977000000.0,,-976000000.0,246000000.0,396000000.0,1990000000.0,847000000.0,,1143000000.0,1865000000.0,1865000000.0,281000000.0,0.0,,3977000000.0,3977000000.0,4977000000.0,-9830000000.0,-9830000000.0,,-8591000000.0,16220000000.0,-24811000000.0,-263000000.0,-263000000.0,,,-976000000.0,-976000000.0,9108000000.0,9108000000.0,-3363000000.0,,,1149000000.0,-1715000000.0,-2215000000.0,-2215000000.0,47000000.0,2004000000.0,,,-406000000.0,-406000000.0,1174000000.0,1174000000.0,-100000000.0,,,9752000000.0,NVDA,0.0,-1000000000.0,-1994000000.0,-399000000.0,-399000000.0,0.0,,-1000000000.0,192000000.0,568000000.0,568000000.0,-774000000.0,,-100000000.0,,,,581000000.0,,,,,,,,,,,,,,,,
2021-01-31,4694000000.0,4968000000.0,,-1128000000.0,138000000.0,249000000.0,847000000.0,10896000000.0,,-10049000000.0,3804000000.0,3804000000.0,194000000.0,0.0,,4968000000.0,4968000000.0,4968000000.0,-19675000000.0,-19675000000.0,,-10023000000.0,9319000000.0,-19342000000.0,-8524000000.0,-8524000000.0,,,-1128000000.0,-1128000000.0,5822000000.0,5822000000.0,-703000000.0,163000000.0,,602000000.0,-394000000.0,-550000000.0,-550000000.0,-20000000.0,1397000000.0,,,-282000000.0,-282000000.0,1098000000.0,1098000000.0,,,,4332000000.0,NVDA,0.0,0.0,-963000000.0,-395000000.0,-395000000.0,0.0,,0.0,163000000.0,312000000.0,312000000.0,-524000000.0,,,,,,290000000.0,,-1128000000.0,,,,,,,,,,,,,,
2023-09-30,99584000000.0,5228000000.0,,-10959000000.0,3803000000.0,18679000000.0,30737000000.0,24977000000.0,,5760000000.0,-108488000000.0,-108488000000.0,,-77550000000.0,,-9901000000.0,-5923000000.0,5228000000.0,3705000000.0,3705000000.0,-1337000000.0,16001000000.0,45514000000.0,-29513000000.0,,,,,-10959000000.0,-10959000000.0,110543000000.0,110543000000.0,-6577000000.0,,-5684000000.0,-1889000000.0,,-417000000.0,-1688000000.0,-2227000000.0,10833000000.0,,,,,11519000000.0,11519000000.0,,,,96995000000.0,AAPL,-77550000000.0,-11151000000.0,-6012000000.0,-15025000000.0,-15025000000.0,-77550000000.0,-3978000000.0,-11151000000.0,3031000000.0,-1889000000.0,-1889000000.0,-1618000000.0,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,111443000000.0,5465000000.0,,-10708000000.0,2865000000.0,19573000000.0,24977000000.0,35929000000.0,,-10952000000.0,-110749000000.0,-110749000000.0,,-89402000000.0,,-123000000.0,-4078000000.0,5465000000.0,-22354000000.0,-22354000000.0,-2086000000.0,-9560000000.0,67363000000.0,-76923000000.0,-306000000.0,-306000000.0,,,-10708000000.0,-10708000000.0,122151000000.0,122151000000.0,1200000000.0,478000000.0,-6499000000.0,9448000000.0,,-9343000000.0,-1823000000.0,1006000000.0,9038000000.0,,,895000000.0,895000000.0,11104000000.0,11104000000.0,,,,99803000000.0,AAPL,-89402000000.0,-9543000000.0,-6383000000.0,-14841000000.0,-14841000000.0,-89402000000.0,3955000000.0,-9543000000.0,6110000000.0,9448000000.0,9448000000.0,1484000000.0,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,92953000000.0,20393000000.0,1105000000.0,-11085000000.0,2687000000.0,25385000000.0,35929000000.0,39789000000.0,,-3860000000.0,-93353000000.0,-93353000000.0,,-85971000000.0,1105000000.0,12665000000.0,11643000000.0,20393000000.0,-14545000000.0,-14545000000.0,-385000000.0,-3075000000.0,106483000000.0,-109558000000.0,-33000000.0,-33000000.0,,,-11085000000.0,-11085000000.0,104038000000.0,104038000000.0,-4911000000.0,1676000000.0,-8042000000.0,12326000000.0,,-14028000000.0,-10125000000.0,-4921000000.0,7906000000.0,,,-4774000000.0,-4774000000.0,11284000000.0,11284000000.0,,,,94680000000.0,AAPL,-85971000000.0,-8750000000.0,-5580000000.0,-14467000000.0,-14467000000.0,-85971000000.0,1022000000.0,-8750000000.0,7475000000.0,12326000000.0,12326000000.0,-2642000000.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,73365000000.0,16091000000.0,880000000.0,-7309000000.0,3002000000.0,9501000000.0,39789000000.0,50224000000.0,,-10435000000.0,-86820000000.0,-86820000000.0,,-72358000000.0,880000000.0,2499000000.0,3462000000.0,16091000000.0,-4289000000.0,-4289000000.0,-909000000.0,5453000000.0,120391000000.0,-114938000000.0,-1524000000.0,-1524000000.0,,,-7309000000.0,-7309000000.0,80674000000.0,80674000000.0,5690000000.0,2081000000.0,-9588000000.0,-4062000000.0,,8470000000.0,6917000000.0,-97000000.0,6829000000.0,,,-215000000.0,-215000000.0,11056000000.0,11056000000.0,,,,57411000000.0,AAPL,-72358000000.0,-12629000000.0,-2880000000.0,-14081000000.0,-14081000000.0,-72358000000.0,-963000000.0,-12629000000.0,8916000000.0,-4062000000.0,-4062000000.0,-127000000.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,63000000.0,0.0,,-23000000.0,6000000.0,8000000.0,271000000.0,273000000.0,-6000000.0,4000000.0,48000000.0,48000000.0,48000000.0,,,0.0,0.0,0.0,-130000000.0,-130000000.0,,-103000000.0,1308000000.0,-1411000000.0,-4000000.0,-4000000.0,-2000000.0,-2000000.0,-12000000.0,-12000000.0,86000000.0,86000000.0,-7000000.0,98000000.0,27000000.0,2000000.0,-13000000.0,-87000000.0,-87000000.0,97000000.0,677000000.0,,14000000.0,7000000.0,7000000.0,114000000.0,114000000.0,-1000000.0,,,-815000000.0,OKTA,,,,,,,,,-34000000.0,-6000000.0,-6000000.0,,114000000.0,-1000000.0,,,,8000000.0,,-9000000.0,,,,,,,,,,,,,,
2022-01-31,87000000.0,0.0,,-17000000.0,6000000.0,3000000.0,273000000.0,449000000.0,-2000000.0,-174000000.0,89000000.0,89000000.0,89000000.0,,,0.0,0.0,0.0,-367000000.0,-367000000.0,,-135000000.0,1712000000.0,-1847000000.0,-215000000.0,-215000000.0,0.0,0.0,-13000000.0,-13000000.0,104000000.0,104000000.0,140000000.0,295000000.0,23000000.0,28000000.0,-7000000.0,-175000000.0,-175000000.0,152000000.0,566000000.0,,0.0,-6000000.0,-6000000.0,108000000.0,108000000.0,-8000000.0,,,-848000000.0,OKTA,,-26000.0,2000.0,,,,,-26000.0,-24000000.0,7000000.0,7000000.0,,108000000.0,-8000000.0,,,,21000000.0,,-4000000.0,,,,,,,,,,,,,,
2021-01-31,111000000.0,1135000000.0,,-17000000.0,4000000.0,1000000.0,449000000.0,532000000.0,2000000.0,-85000000.0,1092000000.0,1092000000.0,71000000.0,,,1135000000.0,1135000000.0,1135000000.0,-1305000000.0,-1305000000.0,,-1288000000.0,741000000.0,-2029000000.0,0.0,0.0,0.0,0.0,-13000000.0,-13000000.0,128000000.0,128000000.0,38000000.0,105000000.0,19000000.0,10000000.0,-13000000.0,-66000000.0,-66000000.0,119000000.0,195000000.0,,3000000.0,-1000000.0,-1000000.0,37000000.0,37000000.0,3000000.0,,,-266000000.0,OKTA,,-446000.0,-114000000.0,,,,,-446000.0,-17000000.0,4000000.0,4000000.0,,37000000.0,1000000.0,,,,6000000.0,,-4000000.0,0.0,,,,,,,,,,,,,
2023-12-31,905000000.0,,,-39000000.0,1000000.0,50000000.0,1413000000.0,1649000000.0,4000000.0,-240000000.0,60000000.0,60000000.0,60000000.0,,,,,,-1244000000.0,-1244000000.0,-559000000.0,-251000000.0,5590000000.0,-5841000000.0,-395000000.0,-395000000.0,,,-39000000.0,-39000000.0,944000000.0,944000000.0,195000000.0,60000000.0,-50000000.0,69000000.0,,116000000.0,116000000.0,-158000000.0,615000000.0,,1378000000.0,-1000000.0,-1000000.0,70000000.0,70000000.0,-1367000000.0,-1361000000.0,-6000000.0,132000000.0,SHOP,,,,,,,,,,,,,,,80000000.0,,,,,,,,,,,,,,,,,,,
2022-12-31,-186000000.0,,0.0,-50000000.0,1000000.0,27000000.0,1649000000.0,2503000000.0,-17000000.0,-837000000.0,18000000.0,18000000.0,18000000.0,0.0,0.0,,,,-719000000.0,-719000000.0,-159000000.0,1879000000.0,6890000000.0,-5011000000.0,-2389000000.0,-2389000000.0,,,-50000000.0,-50000000.0,-136000000.0,-136000000.0,-99000000.0,32000000.0,-31000000.0,28000000.0,,-128000000.0,-128000000.0,-121000000.0,549000000.0,,84000000.0,-187000000.0,-187000000.0,93000000.0,93000000.0,2931000000.0,2919000000.0,12000000.0,-3460000000.0,SHOP,,,,,,,,,,,,,,,74000000.0,,,,,,,,,,,,,,,,,,,
2021-12-31,484923000.0,0.0,1541168000.0,-50788000.0,1287000.0,10466000.0,2502992000.0,2703597000.0,-7005000.0,-193600000.0,1649762000.0,1649762000.0,108594000.0,1541168000.0,1541168000.0,0.0,0.0,0.0,-2379073000.0,-2379073000.0,-31283000.0,-1587142000.0,5750224000.0,-7337366000.0,-709860000.0,-709860000.0,0.0,0.0,-50788000.0,-50788000.0,535711000.0,535711000.0,-129641000.0,89429000.0,-50151000.0,138175000.0,-266077000.0,-307094000.0,-307094000.0,-56037000.0,330763000.0,,30145000.0,190963000.0,190963000.0,66308000.0,66308000.0,-2855230000.0,-2859800000.0,4570000.0,2914659000.0,SHOP,,,,,,,,,,,,,,,43781000.0,,,,,,,,,,,,,,,,,,,
2020-12-31,382963000.0,907950000.0,2578591000.0,-41995000.0,,,2703597000.0,649916000.0,3221000.0,2050460000.0,3557350000.0,3557350000.0,70809000.0,2578591000.0,2578591000.0,907950000.0,907950000.0,907950000.0,-1931848000.0,-1931848000.0,,-1878802000.0,3721405000.0,-5600207000.0,-11051000.0,-11051000.0,-262000.0,-262000.0,-41733000.0,-41733000.0,424958000.0,424958000.0,-93715000.0,-59032000.0,-11404000.0,118588000.0,-112721000.0,-29146000.0,-29146000.0,4942000.0,246940000.0,,31623000.0,-44801000.0,-44801000.0,70060000.0,70060000.0,-136882000.0,-135193000.0,-1689000.0,319509000.0,SHOP,,,,,,,,,,,,,,,27282000.0,,,,,,,,,,,,,,,,,,,
2023-10-31,7594000000.0,991000000.0,227000000.0,-1106000000.0,205000000.0,1006000000.0,6233000000.0,2100000000.0,,4133000000.0,-3032000000.0,-3032000000.0,,-1962000000.0,227000000.0,84000000.0,-7000000.0,,-1535000000.0,-1535000000.0,,-404000000.0,1268000000.0,-1672000000.0,-25000000.0,-25000000.0,,,,,8700000000.0,8700000000.0,775000000.0,-167000000.0,-48000000.0,-158000000.0,,903000000.0,903000000.0,40000000.0,490000000.0,,,24000000.0,24000000.0,515000000.0,515000000.0,,,,6856000000.0,AMAT,-2189000000.0,-907000000.0,-179000000.0,-975000000.0,-975000000.0,-2189000000.0,91000000.0,-7000000.0,38000000.0,-158000000.0,-138000000.0,207000000.0,471000000.0,,,991000000.0,,,,-1106000000.0,,-900000000.0,-20000000.0,-20000000.0,44000000.0,44000000.0,0.0,,,,,,,
2022-10-31,4612000000.0,0.0,199000000.0,-787000000.0,205000000.0,1869000000.0,2100000000.0,5101000000.0,,-3001000000.0,-7043000000.0,-7043000000.0,,-5904000000.0,199000000.0,0.0,0.0,0.0,-1357000000.0,-1357000000.0,,-129000000.0,1363000000.0,-1492000000.0,-441000000.0,-441000000.0,,,,,5399000000.0,5399000000.0,-1792000000.0,1039000000.0,-16000000.0,-151000000.0,,-1109000000.0,-1109000000.0,36000000.0,413000000.0,,,-223000000.0,-223000000.0,444000000.0,444000000.0,-4000000.0,,,6525000000.0,AMAT,-6103000000.0,0.0,-266000000.0,-873000000.0,-873000000.0,-6103000000.0,0.0,0.0,35000000.0,-151000000.0,390000000.0,-1590000000.0,404000000.0,,,0.0,,,,-787000000.0,,0.0,-541000000.0,-541000000.0,40000000.0,40000000.0,-4000000.0,,,,,,,
2021-10-31,4774000000.0,0.0,175000000.0,-668000000.0,205000000.0,851000000.0,5101000000.0,5466000000.0,,-365000000.0,-4591000000.0,-4591000000.0,,-3575000000.0,175000000.0,0.0,0.0,0.0,-1216000000.0,-1216000000.0,,-536000000.0,1471000000.0,-2007000000.0,-12000000.0,-12000000.0,,,,,5442000000.0,5442000000.0,-1344000000.0,755000000.0,-602000000.0,861000000.0,,-1989000000.0,-1989000000.0,-70000000.0,346000000.0,,,80000000.0,80000000.0,394000000.0,394000000.0,148000000.0,,,5888000000.0,AMAT,-3750000000.0,0.0,-178000000.0,-838000000.0,-838000000.0,-3750000000.0,0.0,0.0,36000000.0,861000000.0,465000000.0,-405000000.0,345000000.0,,,0.0,,,,-668000000.0,,0.0,396000000.0,396000000.0,49000000.0,49000000.0,148000000.0,,,,,,,
2020-10-31,3382000000.0,2979000000.0,174000000.0,-422000000.0,219000000.0,542000000.0,5466000000.0,3129000000.0,,2337000000.0,-1337000000.0,-1337000000.0,,-475000000.0,174000000.0,97000000.0,97000000.0,2979000000.0,-130000000.0,-130000000.0,,399000000.0,1754000000.0,-1355000000.0,-107000000.0,-107000000.0,,,,,3804000000.0,3804000000.0,-638000000.0,-16000000.0,-161000000.0,317000000.0,,-427000000.0,-427000000.0,60000000.0,307000000.0,,,80000000.0,80000000.0,376000000.0,376000000.0,,,,3619000000.0,AMAT,-649000000.0,-2882000000.0,-172000000.0,-787000000.0,-787000000.0,-649000000.0,,-2882000000.0,70000000.0,317000000.0,327000000.0,-421000000.0,320000000.0,,,,,,,-422000000.0,,,-10000000.0,-10000000.0,56000000.0,56000000.0,0.0,,,,,,,
